id,title,company,difficulty,stages,topics,platform,last_seen_max,seen_count,employment_types
get-success-value,Get Success Value 🍅 (Fungible :),Amazon,easy,OA,sorting|prefix_sum,hackerrank,2025-01-02,3,INTERN
cisco-find-last-cell,Find Last Cell,Cisco,medium,OA,matrix|simulation,hackerrank,2025-01-02,3,INTERN|NEW GRAD
amazon-get-final-locations,Get Final Locations,Amazon,easy,OA,hash_table|sorting,hackerrank,2025-01-02,2,INTERN
snowflake-find-the-maximum-length-of-a-good-subsequence-i,Find the Maximum Length of a Good Subsequence I (LC 3176 :),Snowflake,medium,OA,dynamic_programming|hash_table,hackerrank,2024-12-28,1,INTERN
snowflake-remove-stones-to-minimize-the-total,Remove Stones to Minimize the Total (LC 1962 :),Snowflake,easy,OA,heap|greedy,hackerrank,2024-12-28,1,INTERN
ibm-max-profit,Max Profit,IBM,hard,OA,dynamic_programming|bit_manipulation,hackerrank,2024-12-23,1,NEW GRAD
microsoft-maximize-sum-of-two-non-overlapping-fragments,Maximize Sum of Two Non-Overlapping Fragments,Microsoft,hard,OA,array|prefix_sum|sliding_window,hackerrank,2024-12-23,1,NEW GRAD
microsoft-sum-with-tiles,Maximum Sum with Tiles,Microsoft,medium,OA,dynamic_programming|array,hackerrank,2024-12-23,1,NEW GRAD
amazon-how-many-games-did-the-team-win,How Many Games Did the First Team Win?,Amazon,medium,OA,sorting|binary_search,hackerrank,2024-12-22,3,INTERN
amazon-minimum-swaps-to-make-palindrome,Minimum Swaps to Make Palindrome,Amazon,medium,OA,string|two_pointers|greedy,hackerrank,2024-12-20,1,FULLTIME
amazon-make-array-zero-by-subtracting-equal-amounts,Make Array Zero by Subtracting Equal Amounts,Amazon,easy,OA,array|hash_table,hackerrank,2024-12-19,1,FULLTIME
google-set-total-palindrome-transformation-cost,DNA Sequencing,Google,hard,OA,string|math|prefix_sum,codesignal,2024-12-18,1,
trendmicro-change-segment-colors,Change Segment Colors,Trend Micro,hard,OA,tree|graph|depth_first_search,codility,2024-12-18,1,
trendmicro-counting-game,Counting Game,Trend Micro,medium,OA,math|simulation,codility,2024-12-18,1,
amazon-get-max-skill-sum,Get Max Skill Sum,Amazon,medium,OA,prefix_sum|hash_table,hackerrank,2024-12-17,2,NEW GRAD|FULLTIME
amazon-get-min-removal,Get Minimum Removal,Amazon,easy,OA,hash_table|greedy|sorting,hackerrank,2024-12-17,2,NEW GRAD|FULLTIME
google-calculate-minimum-satellites-required,Calculate Minimum Satellites Required,Google,hard,OA,intervals|greedy|sorting,codesignal,2024-12-17,1,
github-brdige-car-weight,Bridge Car Weight Problem,GitHub,hard,OA,greedy|dynamic_programming,codility,2024-12-15,1,
microsoft-find-max-sum-with-same-first-and-last-digit,Find Max Sum with Same First and Last Digit,Microsoft,easy,OA,array|hash_table|math,hackerrank,2024-12-15,1,FULLTIME
microsoft-minimum-replacements-required-to-make-a-matrix-balanced,Minimum Replacements Required to Make a Matrix Balanced,Microsoft,hard,OA,matrix|greedy,hackerrank,2024-12-15,1,FULLTIME
uber-command-frequency-counter,Command Frequency Counter,Uber,easy,OA,array|hash_table|simulation,codesignal,2024-12-15,1,
uber-regional-maximum-finder,Regional Maximum Finder,Uber,medium,OA,matrix|simulation,codesignal,2024-12-15,1,
uber-valid-string-check,Valid String Check,Uber,easy,OA,string|math,codesignal,2024-12-15,1,
amazon-maximize-cluster-power,Maximize Cluster Power,Amazon,easy,OA,greedy|sorting,hackerrank,2024-12-14,1,
amazon-find-minimum-dist,Find Minimum Dist. 😉,Amazon,easy,OA,sorting|greedy,hackerrank,2024-12-12,2,INTERN
amazon-max-transfer-rate,Max Transfer Rate,Amazon,easy,OA,greedy|sorting|math,hackerrank,2024-12-12,1,INTERN
capitalone-sum-digits-until-one,Sum Digits Until One,Capital One,easy,OA,math|hash_table,codesignal,2024-12-12,1,FULLTIME
amazon-get-minimum-changes,Get Minimum Changes,Amazon,medium,OA,array|hash_table,hackerrank,2024-12-11,2,FULLTIME
ibm-get-minimum-cost,Get Minimum Cost,IBM,medium,OA,math|greedy,hackerrank,2024-12-11,1,FULLTIME
ibm-minimum-difference,Minimum Difference,IBM,easy,OA,array|sorting,hackerrank,2024-12-11,1,FULLTIME
jpmorgan-find-total-cost,Find Total Cost,JP Morgan Chase,medium,OA,heap|math|simulation,hackerrank,2024-12-10,1,NEW GRAD
xai-ordered-figure-placement,Place Ordered Figures on a Grid,xAI,medium,OA,matrix|simulation|array,codesignal,2024-12-09,2,FULLTIME
stripe-process-list-of-commands,Process List of Commands,Stripe,medium,OA,simulation|hash_table|design,hackerrank,2024-12-09,1,NEW GRAD
amazon-find-lexicographically-smallest-string,Find Lexicographically Smallest String,Amazon,hard,OA,string|greedy,hackerrank,2024-12-08,1,FULLTIME
amazon-perform-queries,Perform Queries,Amazon,easy,OA,queue|simulation,hackerrank,2024-12-08,1,FULLTIME
find-minimum-inefficiency,Find Minimum Inefficienty,Amazon,medium,OA,dynamic_programming|string,hackerrank,2024-12-06,2,INTERN|NEW GRAD
quora-count-powers-of-k,Count Powers of K (MLE),Quora,easy,OA,array|math,codesignal,2024-12-05,1,INTERN
quora-determine-the-elimination-order,Determine the Elimination Order (MLE),Quora,medium,OA,simulation|hash_table|sorting,codesignal,2024-12-05,1,INTERN
tiktok-get-total-impact,TikTok Reel Impact (TikTok AMS),TikTok,medium,OA,heap,codesignal,2024-12-03,1,NEW GRAD|INTERN
wellsfargo-get-min-length,Compressing Array,Wells Fargo,medium,OA,array|greedy,hackerrank,2024-12-03,1,FULLTIME
tiktok-interesting-watch-sequence,Interesting Watch Sequence,TikTok,medium,OA,dynamic_programming|binary_search,codesignal,2024-12-02,1,
amazon-get-min-operations,Equalize The Arrays,Amazon,medium,OA,array|greedy|prefix_sum,hackerrank,2024-12-01,2,FULLTIME
amazon-sum-of-all-days-numbers-on-which-the-data-of-the-xth-will-be-dependent,Sum of All Days Numbers on Which the Data of the Xth Will Be Dependent,Amazon,medium,OA,math,hackerrank,2024-12-01,2,INTERN
ibm-get-final-string,Get Final String,IBM,easy,OA,string|stack,hackerrank,2024-11-30,1,INTERN
amazon-optimize-identifiers,Optimize Identifiers,Amazon,medium,OA,string|two_pointers,hackerrank,2024-11-29,2,NEW GRAD
better-compression,Better Compression,Goldman Sachs,easy,OA,string|hash_table|sorting,hackerrank,2024-11-29,1,INTERN|NEW GRAD
points-belong,Do They Belong?,Goldman Sachs,medium,OA,geometry|math,hackerrank,2024-11-29,1,INTERN|FULLTIME
amazon-maximum-number-of-packages,Maximum Number of Packages,Amazon,medium,OA,hash_table|greedy,hackerrank,2024-11-28,2,NEW GRAD
amazon-calculate-truck-distance,Calculate Truck Distance After Refueling,Amazon,medium,OA,array|prefix_sum,hackerrank,2024-11-27,1,FULLTIME
calculateEfficiencyScore-amazon-calculate-efficiency-score,Calculate Efficiency Score,Amazon,hard,OA,dynamic_programming|stack|greedy,hackerrank,2024-11-24,1,
ibm-card-packets,Card Packets,IBM,medium,OA,math|greedy,hackerrank,2024-11-24,1,FULLTIME
ibm-get-query-answers,Get Query Answers,IBM,easy,OA,hash_table|string,hackerrank,2024-11-24,1,FULLTIME
tiktok-create-maximum-collaborations,Maximize Collaboration,TikTok,hard,OA,array|dynamic_programming|prefix_sum,codesignal,2024-11-24,1,INTERN
tiktok-maximize-processing-power,TikTok Video Processing,TikTok,easy,OA,dynamic_programming|hash_table,codesignal,2024-11-24,1,INTERN
amazon-determine-minimum-characters-to-append,Determine Minimum Characters to Append,Amazon,easy,OA,string|two_pointers,hackerrank,2024-11-23,1,
amazon-minimum-insertions,Minimum Insertions to Make List a Subsequence (Amazon Germany :),Amazon,medium,OA,dynamic_programming|array,hackerrank,2024-11-23,1,NEW GRAD
salesforce-toolchanger,Tool Changer,Salesforce,easy,OA,array|simulation,hackerrank,2024-11-22,1,
jpmorgan-get-max-deletions,Get Max Deletions,JP Morgan Chase,easy,OA,string|math|simulation,hackerrank,2024-11-21,1,INTERN
stripe-card-range-obfuscation-part2,Card Range Obfuscation Part 2 (ML Eng :),Stripe,medium,OA,intervals|sorting,hackerrank,2024-11-21,1,FULLTIME
stripe-card-range-obfuscation-part3,Card Range Obfuscation Part 3 (ML Eng :),Stripe,medium,OA,intervals|sorting,hackerrank,2024-11-21,1,FULLTIME
stripe-card-range-obfuscation-part4,Card Range Obfuscation Part 4 (ML Eng :),Stripe,hard,OA,intervals|sorting,hackerrank,2024-11-21,1,FULLTIME
stripe-card-range-obfuscation-part1,Card Range Obfuscation Part1 (ML Eng :),Stripe,easy,OA,intervals|sorting,hackerrank,2024-11-21,1,FULLTIME
amazon-find-minimum-time-required,Find Minimum Time Required (Amazon Bangalore :),Amazon,medium,OA,string|greedy|hash_table,hackerrank,2024-11-19,2,FULLTIME
amazon-maximum-quality-sum,Maximum Quality Sum,Amazon,hard,OA,greedy|sorting|heap,hackerrank,2024-11-19,2,FULLTIME
amazon-reduce-memory-usage,Reduce Memory Usage,Amazon,easy,OA,array|prefix_sum|sliding_window,hackerrank,2024-11-19,1,NEW GRAD
samsung-reach-the-point,Reach The Point,Samsung,medium,OA,math|greedy,unknown,2024-11-19,1,
stripe-for-all-intents-and-purposes,For All Intents And Purposes Part 1 - Initializing the System 🏗️,Stripe,easy,OA,design|hash_table|simulation,hackerrank,2024-11-18,1,INTERN|NEW GRAD
stripe-for-all-intents-and-purposes-part2,For All Intents And Purposes Part 2 - Change Is Good! 👍,Stripe,easy,OA,design|hash_table|simulation,hackerrank,2024-11-18,1,INTERN|NEW GRAD
stripe-for-all-intents-and-purposes-part3,For All Intents And Purposes Part 3 - Accepting Failure 😌,Stripe,easy,OA,design|hash_table|simulation,hackerrank,2024-11-18,1,INTERN|NEW GRAD
stripe-for-all-intents-and-purposes-part4,For All Intents And Purposes Part 4 - Timing Matters ⏰,Stripe,medium,OA,design|hash_table|simulation,hackerrank,2024-11-18,1,INTERN|NEW GRAD
rubrik-get-min-operations,Get Minimum Operations,Rubrik,medium,OA,array|greedy|simulation,hackerrank,2024-11-17,1,INTERN
rubrik-find-pod-count,Horizontal Pod Autoscaler,Rubrik,medium,OA,array|segment_tree,hackerrank,2024-11-17,1,INTERN
rubrik-get-triplet-count,Stock Prices,Rubrik,easy,OA,array|math|hash_table,hackerrank,2024-11-17,1,INTERN
tiktok-max-profit,Maximize Profit,TikTok,medium,OA,array|prefix_sum|greedy,codesignal,2024-11-17,1,
tiktok-calculate-max-processing-throughput,Maximize Throughput (AMS),TikTok,medium,OA,graph|greedy,codesignal,2024-11-17,1,NEW GRAD
amazon-find-number,Find Encrypted Number,Amazon,medium,OA,math|combinatorics|dynamic_programming,hackerrank,2024-11-16,1,
paypal-find-minimum-price,Items Purchase (For Java Backend Engineer),PayPal,medium,OA,heap|greedy,hackerrank,2024-11-16,1,
amazon-get-smaller-items,Get Smaller Items,Amazon,hard,OA,prefix_sum|binary_search|sorting,hackerrank,2024-11-14,2,NEW GRAD
deloitte-largest-array-element,Largest Element in an Array,Deloitte,easy,OA,array,hirepro,2024-11-13,1,NEW GRAD
microsoft-reverse-an-integer,Reverse an Integer,Microsoft,easy,OA,math,hackerrank,2024-11-13,1,INTERN
google-get-components-in-forest,Get Components in Forest (for Virtual Interview),Google,medium,OA,tree|depth_first_search,codesignal,2024-11-11,1,
google-maximum-good-triplet-distance,Maximum Good Triplet Distance,Google,hard,OA,array|stack,unknown,2024-11-11,1,INTERN
microsoft-maximum-equal-deletion-sum,Maximum Equal Deletion Sum,Microsoft,hard,OA,dynamic_programming|array,hackerrank,2024-11-11,1,
amazon-calculate-warehouse-efficiency,Calculate Warehouse Efficiency,Amazon,medium,OA,array|greedy|prefix_sum,hackerrank,2024-11-08,2,NEW GRAD
check-similar-passwords,Check Similar Passwords (Also for Fungile),Amazon,medium,OA,string|two_pointers,hackerrank,2024-11-08,2,INTERN|NEW GRAD
amazon-get-max-racers,Get Max Racers 🍉,Amazon,medium,OA,sliding_window|hash_table,hackerrank,2024-11-08,2,FULLTIME
amazon-get-max-discount-pairs,Get Max Discount Pairs,Amazon,easy,OA,array|hash_table|math,hackerrank,2024-11-08,1,FULLTIME
microsoft-max-num-of-produced-cars,Maximize Number of Produced Cars,Microsoft,medium,OA,array|binary_search|greedy|sorting,hackerrank,2024-11-08,1,NEW GRAD
microsoft-max-rooks-score,Maximum Sum of Two Non-Attacking Rooks,Microsoft,medium,OA,matrix|greedy,hackerrank,2024-11-08,1,NEW GRAD
google-find-contiguous-subarray-with-largest-min-plus-max,Find Contiguous Subarray with Largest Min Plus Max 🐝 -- Not OA but an INTERVIEW Question! 🌷 :),Google,medium,OA,array|greedy,codesignal,2024-11-05,1,INTERN
google-maximize-points,Maximize Points 🐳 -- Not OA but an INTERVIEW Question! 🌷 :),Google,medium,OA,array|dynamic_programming,codesignal,2024-11-05,1,INTERN
amazon-optimized-identifiers,Optimized Identifiers,Amazon,medium,OA,string|two_pointers,hackerrank,2024-11-04,1,
amazon-find-minimum-possible-variance,Find Minimum Possible Variance,Amazon,medium,OA,array|hash_table,hackerrank,2024-11-03,2,INTERN
amazon-regulate-temperatures,Regulate Temperatures,Amazon,hard,OA,array|greedy|math,hackerrank,2024-11-03,2,NEW GRAD
amazon-maximize-partitions,Maximize Partitions,Amazon,medium,OA,array|greedy|bit_manipulation,hackerrank,2024-11-03,1,INTERN
tiktok-string-challenge,String Challenge (Generic),TikTok,hard,OA,dynamic_programming|string,codesignal,2024-11-03,1,NEW GRAD
tiktok-tiktok-user,TikTok User,TikTok,hard,OA,dynamic_programming|math,codesignal,2024-11-03,1,
amazon-get-min-size,Get Minimum Pen Drive Size,Amazon,medium,OA,binary_search|greedy|sorting,hackerrank,2024-10-30,2,NEW GRAD
amazon-cleanup-dataset,Cleanup Dataset,Amazon,medium,OA,greedy|hash_table,hackerrank,2024-10-30,1,INTERN
doordash-adjust-prices,Adjust Prices 🍱,DoorDash,medium,OA,array|segment_tree,hackerrank,2024-10-30,1,NEW GRAD
doordash-get-final-price,Discount Events,DoorDash,medium,OA,array|segment_tree,hackerrank,2024-10-30,1,NEW GRAD
doordash-team-formation,Team Formation,DoorDash,medium,OA,array|heap,hackerrank,2024-10-30,1,NEW GRAD
openai-count-matching-grid-regions,Count Matching Regions in Two Binary Grids,OpenAI,medium,OA,matrix|graph|breadth_first_search,unknown,2024-10-30,1,
calculate-ways,String Patterns (Also for Core/Database Intern :),Snowflake,medium,OA,dynamic_programming|combinatorics,hackerrank,2024-10-29,1,INTERN
tiktok-video-id-generation,Video ID Generation (Generic),TikTok,medium,OA,string|sliding_window|hash_table,codesignal,2024-10-29,1,NEW GRAD
salesforce-maximize-sum-of-processed-times,Maximize Sum of Processed Times,Salesforce,hard,OA,dynamic_programming|greedy,hackerrank,2024-10-28,1,
amazon-maximize-similarity,Maximize Similarity,Amazon,easy,OA,array|greedy|math,hackerrank,2024-10-27,1,
amazon-make-all-elements-distinct,Make All Elements Distinct (Amazon London),Amazon,easy,OA,array|hash_table,hackerrank,2024-10-26,1,INTERN
tiktok-count-balanced-clips,TikTok Balanced Clips,TikTok,medium,OA,dynamic_programming|string,codesignal,2024-10-26,1,INTERN
amazon-maximize-sum-of-array,Maximize Sum of Array,Amazon,medium,OA,array|greedy|prefix_sum,hackerrank,2024-10-25,1,
ibm-max-xor,Max XOR,IBM,medium,OA,bit_manipulation|greedy,hackerrank,2024-10-24,1,
ibm-meandering-array,Meandering Array,IBM,easy,OA,array|sorting|two_pointers,hackerrank,2024-10-24,1,
amazon-custom-sort-string,Custom Sort String,Amazon,easy,OA,sorting|hash_table,hackerrank,2024-10-23,1,NEW GRAD
purestorage-find-doubles,Find Doubles,Pure Storage,easy,OA,array|hash_table,hackerrank,2024-10-21,2,INTERN
ibm-maximize-minimum-distance,Maximize Minimum Distance,IBM,medium,OA,binary_search|greedy,hackerrank,2024-10-21,1,FULLTIME
ibm-visible-profiles-count,Visible Profiles Count,IBM,easy,OA,graph|breadth_first_search|union_find,hackerrank,2024-10-21,1,FULLTIME
purestorage-racing-results,Racing Results,Pure Storage,easy,OA,array|hash_table,hackerrank,2024-10-21,1,FULLTIME|INTERN
snowflake-find-a,Solve Matrix Equations (Also for AI/ML Interns :),Snowflake,easy,OA,math|simulation,hackerrank,2024-10-21,1,INTERN
tiktok-server-network-optimization,TikTok Server Network Optimization,TikTok,medium,OA,graph|sorting|union_find,codesignal,2024-10-21,1,INTERN
amazon-minimum-weekly-input,Minimum Weekly Input (Planning Campaingns :),Amazon,medium,OA,dynamic_programming|array,hackerrank,2024-10-20,1,NEW GRAD
citadel-find-consistent-logs,Find Consistent Logs,Citadel,hard,OA,array|hash_table|sliding_window,hackerrank,2024-10-20,1,INTERN
amazon-get-max-programs,Get Max Programs,Amazon,medium,OA,array|binary_search|greedy,hackerrank,2024-10-19,1,NEW GRAD
linkedin-optimize-context-switching,Optimize Context Switching,LinkedIn,hard,OA,greedy|array,hackerrank,2024-10-18,1,
patreon-sum-of-subarray-regions,Sum of Subarray Regions,Patreon,medium,OA,array|stack,hackerrank,2024-10-18,1,INTERN
snowflake-count-prime-strings,Prime String,Snowflake,medium,OA,dynamic_programming|math|string,hackerrank,2024-10-18,1,INTERN
snowflake-get-num-ways,String Transformation (Also for Infra Automation Intern),Snowflake,hard,OA,dynamic_programming|string|math,hackerrank,2024-10-18,1,INTERN
amazon-find-maximum-calories,Find Maximum Calories,Amazon,hard,OA,array|math|greedy,hackerrank,2024-10-17,2,NEW GRAD
amazon-schedule-tasks,Maximize Secondary Tasks Scheduling,Amazon,medium,OA,greedy|sorting|two_pointers,hackerrank,2024-10-17,1,
amazon-maximum-number-of-days-to-survive,Maximum Number of Days to Survive,Amazon,medium,OA,greedy|sorting,hackerrank,2024-10-17,1,
ibm-minimum-moves,Minimum Moves to Match Arrays,IBM,easy,OA,array|math,hackerrank,2024-10-17,1,FULLTIME
mathwork-maximum-possible-even-sum,Discount Tags,MathWorks,easy,OA,array|greedy,hackerrank,2024-10-17,1,INTERN
mathwork-find-odd,Odd One Out,MathWorks,easy,OA,string|array,hackerrank,2024-10-17,1,INTERN
snowflake-super-bitstrings,Can You Count the Bit Strings?,Snowflake,medium,OA,bit_manipulation|hash_table|combinatorics,hackerrank,2024-10-17,1,INTERN
snowflake-moves,Custom-Sorted Array,Snowflake,easy,OA,array|two_pointers|greedy,hackerrank,2024-10-17,1,INTERN
snowflake-process-logs,Process Logs,Snowflake,easy,OA,hash_table|sorting|string,hackerrank,2024-10-17,1,INTERN
snowflake-select-stock,Selecting Stocks,Snowflake,medium,OA,dynamic_programming|array,hackerrank,2024-10-17,1,INTERN
hackerland-get-min-cost,Task Scheduling,Snowflake,hard,OA,dynamic_programming|sorting,hackerrank,2024-10-17,1,INTERN
uber-build-blocks-and-obstacles,Build Blocks and Obstacles,Uber,hard,OA,design|segment_tree,codesignal,2024-10-17,1,INTERN
uber-repeatedly-add-consecutive-equal-digits,Repeatedly Add Consecutive Equal Digits,Uber,easy,OA,string|simulation,codesignal,2024-10-17,1,INTERN
uber-simulate-water-flow,Simulate Water Flow,Uber,medium,OA,matrix|breadth_first_search,codesignal,2024-10-17,1,INTERN
amazon-get-min-time,Get Minimum Time,Amazon,medium,OA,array|sorting|greedy,hackerrank,2024-10-16,3,FULLTIME
amazon-find-requests-in-queue,Find Requests in Queue,Amazon,medium,OA,queue|simulation,hackerrank,2024-10-16,2,FULLTIME
amazon-get-max-alternating-music,Get Max Alternating Music,Amazon,medium,OA,string|sliding_window,hackerrank,2024-10-16,2,NEW GRAD
amazon-get-min-time-two,Rate-Limiting Algorithm,Amazon,medium,OA,greedy|hash_table|string,hackerrank,2024-10-16,2,FULLTIME
snowflake-find-schedules,Work Schedule,Snowflake,easy,OA,backtracking|string,hackerrank,2024-10-16,1,INTERN
walmart-minimum-moves-to-equal-candy-bars,Minimum Moves to Equal Candy Bars,Walmart,easy,OA,math,hackerrank,2024-10-16,1,
google-score-tokens-on-a-board,Score Tokens on a Board,Google,easy,OA,array|simulation,codesignal,2024-10-15,1,INTERN|NEW GRAD
amazon-num-of-suitable-places,Number of Suitable Locations,Amazon,medium,OA,sorting|binary_search|prefix_sum,hackerrank,2024-10-14,2,FULLTIME
amazon-get-min-of-bulbs-off,Get Minimum Number Of Bulbs Off,Amazon,medium,OA,sorting|greedy|prefix_sum,hackerrank,2024-10-14,1,FULLTIME
paypal-find-minimum-price-to-spend,Find Minimum Price to Spend,PayPal,medium,OA,heap|greedy,hackerrank,2024-10-14,1,
cisco-water-jug-problem,Minimum Steps to Achieve Target State,Cisco,hard,OA,breadth_first_search|graph,hackerrank,2024-10-13,1,FULLTIME
tiktok-optimize-storage-by-cleaning,Clean Up Captions,TikTok,easy,OA,string|hash_table,codesignal,2024-10-13,1,
tiktok-find-minimum-trips-by-tik-router,TikRouter Delivers,TikTok,easy,OA,sorting|greedy|two_pointers,codesignal,2024-10-13,1,
amazon-minimum-storage-capacity,Minimum Storage Capacity,Amazon,medium,OA,array|binary_search|greedy|two_pointers,hackerrank,2024-10-12,1,
greyorange-array-operations,Array Operations,GreyOrange,medium,OA,binary_search|greedy,unknown,2024-10-12,1,
greayorange-roman-numeral-in-strings,Roman Numerals in Strings,GreyOrange,easy,OA,string|sorting,unknown,2024-10-12,1,
greyorange-triangle-and-points,Triangle and Points,GreyOrange,easy,OA,geometry|math,unknown,2024-10-12,1,
salesforce-visible-towers,Visible Towers,Salesforce,medium,OA,stack|array,hackerrank,2024-10-12,1,
amazon-rearrange-binary-string,Can Rearrange Binary String,Amazon,medium,OA,string|greedy|hash_table,hackerrank,2024-10-11,1,
amazon-can-sort-permutation-in-given-moves,Can Sort Permutation in Given Moves,Amazon,medium,OA,math|graph,hackerrank,2024-10-11,1,FULLTIME
amazon-distribute-games-to-children,Minimum Memory for Hard Drives,Amazon,medium,OA,binary_search|array|greedy,hackerrank,2024-10-11,1,NEW GRAD
meta-building-blocks,Build Blocks and Obstacles on a Number Line,Meta,medium,OA,design|binary_search,codesignal,2024-10-11,1,INTERN
meta-compute-difference,Compute Difference Between Uppercase and Lowercase Letters,Meta,easy,OA,string,codesignal,2024-10-11,1,INTERN
meta-find-all-local-maximums,Find All Local Maximums,Meta,medium,OA,matrix|simulation,codesignal,2024-10-11,1,INTERN
meta-replace-consonant,Replace Every Nth Consonant,Meta,easy,OA,string|simulation,codesignal,2024-10-11,1,INTERN
amazon-find-minimum-time-to-create-beautiful-canvas,Find Minimum Time to Create Beautiful Canvas,Amazon,hard,OA,matrix|binary_search|prefix_sum,hackerrank,2024-10-10,1,NEW GRAD
duolingo-construct-new-array,Construct New Array,Duolingo,easy,OA,array|two_pointers,codesignal,2024-10-10,1,
duolingo-longest-stable-transaction-period,Longest Stable Transaction Period,Duolingo,medium,OA,array|prefix_sum|hash_table,codesignal,2024-10-10,1,
duolingo-replace-consonant,Replace Nth Consonant,Duolingo,easy,OA,string,codesignal,2024-10-10,1,
amazon-minimum-value-calculation-by-replacing,Minimum Value Calculation by Replacing '!' in a Binary String,Amazon,medium,OA,string|dynamic_programming,hackerrank,2024-10-09,1,FULLTIME
microsoft-calculate-leftover-stacks,Calculate Leftover Stacks,Microsoft,easy,OA,array|simulation|math,hackerrank,2024-10-09,1,
microsoft-find-minimum-cost,Find Minimum Cost,Microsoft,medium,OA,greedy|math,hackerrank,2024-10-09,1,
tiktok-find-max-squad-size,Influencers Squad,TikTok,easy,OA,array|sorting|hash_table,codesignal,2024-10-09,1,INTERN
tiktok-maximize-engagement,Maximize Engagement,TikTok,easy,OA,array|sorting|greedy,codesignal,2024-10-09,1,INTERN
amazon-maximum-charge-after-removal,Maximum Charge After Removal,Amazon,hard,OA,dynamic_programming|array,hackerrank,2024-10-08,1,FULLTIME
amazon-minimum-number-of-increments-on-subarrays-to-form-a-target-array,Minimum Number of Increments on Subarrays to Form a Target Array,Amazon,easy,OA,array|greedy,hackerrank,2024-10-08,1,
coinbase-find-the-length-of-the-longest-common-prefix,Find the Length of the Longest Common Prefix,Coinbase,medium,OA,hash_table|string,codesignal,2024-10-08,1,
xai-falling-boxes-and-explosions,Falling Boxes and Exploding Obstacles,xAI,medium,OA,matrix|simulation,codesignal,2024-10-08,1,FULLTIME
linkedin-efficient-trek,Efficient Trek,LinkedIn,hard,OA,dynamic_programming|array,hackerrank,2024-10-07,1,INTERN
linkedin-get-process-time,Get Process Time,LinkedIn,hard,OA,dynamic_programming|greedy,hackerrank,2024-10-07,1,INTERN
amazon-compute-encoded-product-name,Compute Encoded Product Name,Amazon,easy,OA,string|sorting,hackerrank,2024-10-06,2,NEW GRAD
amazon-longest-perfect-anagrams,Longest Perfect Anagrams,Amazon,hard,OA,string|hash_table|sliding_window,hackerrank,2024-10-05,2,
compare-strings,Backspace String Compare,Goldman Sachs,easy,OA,string|stack,hackerrank,2024-10-05,1,NEW GRAD
encircular,Encircular,Goldman Sachs,medium,OA,simulation|math,hackerrank,2024-10-05,1,NEW GRAD|INTERN
microsoft-fair-indexes,Find Fair Indexes,Microsoft,easy,OA,array|prefix_sum,hackerrank,2024-10-05,1,
expedia-get-min-steps,Get Minimum Steps,Expedia,medium,OA,array|greedy,hackerrank,2024-10-04,1,INTERN
expedia-rank-songs-by-popularity,Rank Songs by Popularity,Expedia,medium,OA,sorting|hash_table,hackerrank,2024-10-04,1,INTERN
oracle-find-circle-num,Find Circle Number,Oracle,medium,OA,union_find,codesignal,2024-10-04,1,
akuna-find-nearest-cities,Nearest Neighbouring City,Akuna Capital,medium,OA,hash_table|sorting,hackerrank,2024-10-03,1,
amazon-pack-items,Pack Items,Amazon,easy,OA,array|sorting|greedy,hackerrank,2024-10-03,1,FULLTIME
expedia-calculate-the-sum,Calculate the Sum,Expedia,medium,OA,prefix_sum|array,hackerrank,2024-10-03,1,INTERN
expedia-get-max-efficiency,Get Maximum Efficiency,Expedia,medium,OA,sorting|sliding_window,hackerrank,2024-10-03,1,INTERN
hackerearth-happy-neighborhood,Happy Neighbourhood,HackerEarth,medium,OA,array|union_find,unknown,2024-10-03,1,
hackerearth-the-prom,The Prom,HackerEarth,easy,OA,stack|string,unknown,2024-10-03,1,
nutanix-num-players,Number of Players (for MTS2),Nutanix,easy,OA,array|sorting,hackerrank,2024-10-03,1,FULLTIME
nutanix-find-schedules,Work Schedules (for MTS2),Nutanix,easy,OA,backtracking|string,hackerrank,2024-10-03,1,FULLTIME
rubrik-enhance-luminescence,Starlight,Rubrik,hard,OA,array|dynamic_programming,hackerrank,2024-10-03,1,
salesforce-get-max-efficiency,Get Max Efficiency,Salesforce,hard,OA,array|sorting|greedy,hackerrank,2024-10-03,1,FULLTIME
salesforce-get-maximum-sum-of-strengths,Get Maximum Sum of Strengths,Salesforce,medium,OA,array|sorting|greedy,hackerrank,2024-10-03,1,FULLTIME
salesforce-get-node-to-remove,Get Node To Remove,Salesforce,medium,OA,graph|union_find|breadth_first_search,hackerrank,2024-10-03,1,FULLTIME
salesforce-min-cost,Min Cost to Complete All Projects,Salesforce,easy,OA,array|hash_table|greedy,hackerrank,2024-10-03,1,FULLTIME
akuna-get-num-subarrays,Subarray Removal,The D.E. Shaw Group,hard,OA,array|two_pointers,unknown,2024-10-03,1,
akuna-maximum-amount-of-profit,Future Stock Prices,Akuna Capital,medium,OA,greedy|sorting,hackerrank,2024-10-01,1,INTERN
cisco-rotate-matrix,Rotate Matrix,Cisco,easy,OA,matrix,hackerrank,2024-10-01,1,INTERN
uber-sum-of-scores-of-built-arrays,Sum of Scores of Built Arrays,Uber,medium,OA,math|combinatorics,codesignal,2024-09-30,1,
deutsche-bank-generate-lexicographically-smallest-string,Generate Lexicographically Smallest String,Deutsche Bank,medium,OA,string|greedy,unknown,2024-09-29,1,
